"54","21","96.7","1.72","161","151","62","1.26","1046","Strength","25","2.8","3","1","32.69","3","2090.06","640","32"
"55","19","73","1.79","177","125","61","0.81","506","HIIT","27.7","1.6","3","1","22.78","4","1594.9","497","21"
"56","23","114.8","1.6","182","163","60","1.47","1318","Cardio","21.7","2.7","4","2","44.84","3","2263.61","1240","50"
"57","59","65.5","1.52","161","162","61","1.4","1021","Yoga","31.2","2.1","3","2","28.35","16","1268.7","289","36"
"58","21","50.3","1.52","171","154","67","1.08","832","Cardio","32.2","2.6","3","1","21.77","4","1292.68","399","28"
"59","46","61","1.71","181","153","61","1.67","1150","Cardio","17.8","2.7","4","3","20.86","11","1342.24","749","57"
"60","35","44.6","1.62","196","157","65","0.56","440","HIIT","32.4","2","2","1","16.99","23","1210.34","210","10"
"61","43","58.2","1.61","179","124","54","1.04","580","Strength","26.4","2.6","3","2","22.45","11","1298.36","318","27"
"62","51","44.8","1.63","198","137","69","1.08","666","Yoga","33.8","2.1","4","2","16.86","29","1146","152","37"
"63","27","87.5","1.63","183","135","74","1.75","1299","Strength","12.9","3.5","5","3","32.93","3","1889.56","804","75"
"64","53","51.8","1.74","179","127","61","1.23","773","Strength","21.3","3.7","3","2","17.11","22","1316.47","334","32"
"65","31","64.4","1.7","160","144","70","1.97","1418","Strength","17.3","2.7","5","3","22.28","6","1435.53","666","84"
"66","48","67.1","1.61","160","151","74","0.62","421","Cardio","33.4","1.5","2","1","25.89","14","1359","306","11"
"67","32","85.9","1.6","176","145","60","1.99","1587","HIIT","14.5","3.5","5","3","33.55","9","1825.34","1436","85"
"68","25","65.4","1.77","160","141","58","0.89","627","Cardio","27.6","2.6","3","1","20.88","4","1492.44","428","23"
"69","31","61.1","1.76","189","150","67","1.81","1358","Yoga","18.6","2.7","4","3","19.72","6","1423.6","348","62"
"70","40","106.5","1.65","162","162","74","1.32","1176","HIIT","21","3.6","4","2","39.12","15","2079.9","1181","45"
"71","57","64","1.52","170","129","52","1.73","1004","Strength","15.2","2.7","5","3","27.7","16","1263.49","581","74"
"72","38","61.4","1.54","183","131","69","1.47","963","HIIT","30.6","2.7","3","2","25.89","7","1327.91","758","38"
"73","33","40.5","1.63","181","147","66","1.07","786","Yoga","31.9","1.5","4","2","15.24","23","1184.18","137","37"
"74","35","70.1","1.79","185","125","63","1.08","743","Cardio","28","2.3","3","2","21.88","5","1687.82","556","28"
"75","41","94.1","1.62","172","139","50","1.13","777","Cardio","23.4","3.1","4","2","35.86","15","1893.7","782","39"
"76","43","55.5","1.82","160","124","66","1.08","663","Strength","20.1","2","3","1","16.76","26","1461.2","315","28"
"77","42","53.7","1.72","183","142","74","1.37","875","Cardio","29.8","1.6","3","1","18.15","25","1295.15","541","35"
"78","58","66.1","1.75","169","128","57","0.63","363","Cardio","25.2","1.8","2","1","21.58","17","1349.83","306","11"
"79","46","103.9","1.77","194","148","54","1.18","864","Yoga","20.9","2.9","2","1","33.16","15","2068.59","386","20"
"80","32","61.7","1.58","183","135","54","1.87","1262","HIIT","16.6","2.7","5","3","24.72","6","1369.06","969","80"
"81","18","52.3","1.74","187","165","58","1.2","990","Cardio","29.4","2.2","2","1","17.27","27","1392.32","461","21"
"82","42","59.5","1.74","195","141","52","1.78","1129","Yoga","16.4","2.7","5","3","19.65","11","1354.98","334","76"
"83","24","72.9","1.76","175","127","68","0.86","546","Yoga","30.8","1.5","3","1","23.53","4","1563.03","197","22"
"84","26","76.7","1.63","199","139","72","1.08","751","Strength","25.6","1.7","2","1","28.87","24","1549.23","435","19"
"85","41","72.1","1.83","175","133","58","1.13","744","Yoga","21.4","2.8","3","2","21.53","12","1699.75","257","29"
"86","18","54.8","1.68","176","158","71","1.27","1003","Strength","32","2.2","4","2","19.42","4","1396.85","365","44"
"87","25","105","1.88","174","156","67","1.34","1150","Cardio","21.4","2.3","3","2","29.71","1","2255.33","1034","34"
"88","41","55","1.55","175","169","65","1.45","1103","Strength","31.4","2","4","2","22.89","11","1258.84","419","50"
"89","28","81.6","1.66","174","153","50","1.09","917","Yoga","20.5","3.5","4","2","29.61","1","1819.24","280","37"
"90","34","75.6","1.6","193","130","51","0.64","416","HIIT","29.1","2.7","2","1","29.53","7","1495.13","406","11"
"91","25","81.5","1.61","170","159","63","1.93","1688","HIIT","10.9","3.5","4","3","31.44","3","1810.93","1321","66"
"92","52","61.5","1.69","160","152","63","1.8","1231","Cardio","15.5","2.7","4","3","21.53","17","1314.69","814","62"
"93","52","74","1.63","174","150","50","1.26","936","Cardio","25.7","3.7","3","2","27.85","28","1566.77","685","32"
"94","50","56.4","1.59","185","163","74","1.26","924","HIIT","34.3","2.6","3","1","22.31","17","1245.21","597","32"
"95","22","102.6","1.84","163","153","65","1.25","1052","Strength","20.5","2.7","3","2","30.3","3","2221.02","673","32"
"96","59","54.6","1.57","164","169","64","0.58","441","Cardio","29.2","2.3","3","1","22.15","17","1183.4","233","15"
"97","56","129","1.78","194","126","64","1.29","805","Yoga","27.1","2.7","2","1","40.71","18","2352.89","524","22"
"98","58","103.5","1.66","172","168","61","1.33","1106","Cardio","24.6","3.1","3","1","37.56","18","1942.32","1012","34"
"99","45","59.4","1.51","169","142","65","1.15","735","Strength","33.1","1.9","4","2","26.05","14","1269.81","359","39"
"100","24","60.1","1.79","170","165","63","1.97","1625","Cardio","15.9","2.7","4","3","18.76","4","1453.96","870","68"
"101","26","77.7","1.62","177","126","73","1.16","804","Yoga","29.6","3","3","2","29.61","1","1759.14","284","30"
"102","25","41.2","1.62","193","144","64","1.49","1073","Yoga","28.9","2.1","4","2","15.7","27","1222.2","193","51"
"103","29","58.6","1.61","198","122","72","1.2","805","Yoga","23.4","2","3","2","22.61","2","1481.43","222","31"
"104","51","109.3","1.78","182","157","64","0.54","420","Strength","28.7","3.3","3","1","34.5","18","2117.35","310","14"
"105","50","69.6","1.96","166","139","68","0.97","667","Strength","25.6","2","3","1","18.12","22","1677.55","354","25"
"106","40","56.2","1.79","198","153","57","1.79","1369","Yoga","17.6","2.7","5","3","17.54","25","1348.62","317","77"
"107","41","71.7","1.96","162","168","51","0.51","424","Yoga","27.3","2.5","2","1","18.66","12","1756.77","115","9"
"108","54","86","1.93","171","163","51","1.74","1404","Strength","12.9","3.5","5","3","23.09","30","1860.15","786","75"
"109","52","79.4","1.59","166","163","59","1.39","1020","Strength","26.6","1.5","3","2","31.41","31","1449.23","579","36"
"110","57","78.4","1.62","185","149","52","1.01","677","Strength","31.7","2","4","2","29.87","16","1427.62","416","35"
"111","39","55.4","1.6","192","136","72","1.44","979","HIIT","26.3","1.6","3","2","21.64","6","1286.69","670","37"
"112","44","61.7","1.55","196","129","66","1.41","819","Strength","33.1","2.6","4","2","25.68","14","1307.8","457","48"
"113","52","85.5","1.82","174","154","57","1.78","1357","Yoga","14.9","3.5","4","3","25.81","28","1812.02","479","61"
"114","18","87.6","1.93","161","139","72","1.72","1315","HIIT","11.9","3.5","4","3","23.52","2","2085.96","1266","59"
"115","52","82.4","1.72","166","137","53","1.01","685","Strength","24.4","2.7","4","2","27.85","28","1722.5","437","35"
"116","54","67","1.68","191","164","63","0.55","446","Yoga","20.5","2.8","3","1","23.74","30","1485.64","116","14"
"117","31","42.3","1.6","163","163","70","1.09","888","Cardio","25.1","1.9","3","2","16.52","23","1200.19","339","28"
"118","20","82.7","1.99","179","146","59","1.69","1357","HIIT","14.6","3.5","5","3","20.88","2","2037.75","1174","72"
"119","18","92.4","1.74","195","168","50","1.41","1303","Yoga","21.3","3.1","2","1","30.52","3","2059.08","410","24"
"120","22","63.2","1.54","191","155","53","1.02","790","Cardio","29.5","2.4","4","2","26.65","24","1413.84","474","35"
"121","43","82.7","1.85","187","142","50","1.22","858","Yoga","28.2","3.1","4","2","24.16","12","1840","318","42"
"122","31","86.6","1.76","172","151","66","1.29","1071","Strength","28.9","3.3","3","2","27.96","8","1917.18","586","33"
"123","56","129.5","1.95","160","129","66","1","639","Strength","25.2","3.5","2","1","34.06","18","2441.17","680","17"
"124","44","98","1.83","194","130","56","1.28","824","Cardio","25.7","3.5","4","2","29.26","13","2029.7","922","44"
"125","26","86.2","1.68","189","157","72","1.97","1701","Strength","13.3","3.5","5","3","30.54","3","1901.81","892","84"
"126","32","78.6","1.62","195","125","69","1.28","880","Yoga","29.6","3.1","3","1","29.95","8","1737.14","317","33"
"127","32","59","1.66","184","160","64","0.51","408","Cardio","31","1.8","2","1","21.41","6","1368.87","221","9"
"128","43","57.3","1.79","175","166","62","1.98","1479","Yoga","17.8","2.7","4","3","17.88","25","1345.8","357","68"
"129","59","122.3","1.89","178","153","51","0.66","500","Yoga","20.1","3.1","3","1","34.24","18","2298.88","254","17"
"130","30","85.3","1.95","160","155","68","1.61","1373","Yoga","10.4","3.5","5","3","22.43","5","1996.62","433","69"
"131","49","45.2","1.74","164","156","73","1.24","870","Strength","30.8","2.1","3","2","14.93","25","1192.44","294","32"
"132","56","55.6","1.92","181","136","62","0.68","458","Strength","29.4","3.2","3","1","15.08","22","1436.73","198","17"
"133","49","82.8","1.95","183","159","73","1.91","1503","Yoga","14.3","3.5","5","3","21.78","12","1855.27","498","82"
"134","21","125.2","1.66","196","159","60","1.38","1207","HIIT","29.8","3.4","3","2","45.43","3","2443.08","1451","35"
"135","47","58.5","1.79","195","131","71","1.42","837","Yoga","30.3","2.4","4","2","18.26","25","1339.57","262","49"
"136","54","86.1","1.95","195","140","64","1.17","811","Yoga","27.9","3.4","2","1","22.64","30","1871.09","317","20"
"137","40","63.5","1.61","163","159","59","1.31","1041","Cardio","33.4","1.6","3","2","24.5","11","1360.36","611","34"
"138","56","69.3","1.68","195","138","58","0.66","451","Yoga","26.5","2.1","2","1","24.55","30","1505.09","144","11"
"139","32","70.5","1.62","177","122","58","1.24","756","Strength","28.4","1.8","2","1","26.86","7","1462.82","459","21"
"140","46","60.1","1.65","175","137","69","1.69","1042","Cardio","17.3","2.7","4","3","22.08","11","1315.33","747","58"
"141","53","94.1","1.95","177","138","50","0.89","608","HIIT","28.6","3.5","3","1","24.75","30","1983.94","703","23"
"142","30","79.2","1.62","181","166","66","1.26","1046","Cardio","28","2.5","4","2","30.18","10","1551.93","733","43"
"143","49","115.3","1.91","161","125","61","1.38","854","HIIT","29.2","3.2","2","1","31.61","15","2271.47","1337","24"
"144","24","62.9","1.79","180","135","59","1.42","958","Cardio","27.3","2.3","4","2","19.63","4","1479.85","656","49"
"145","39","62","1.64","195","127","54","0.97","678","Cardio","27.5","3.2","3","1","23.05","5","1484.61","442","25"
"146","45","88.5","1.78","198","167","67","1.53","1265","HIIT","13.2","3.5","4","3","27.93","13","1872.75","1137","52"
"147","19","73.9","1.77","198","137","64","1.28","877","Strength","32.5","2.6","3","2","23.59","4","1597.02","497","33"
"148","59","50.3","1.95","188","167","55","1.07","885","Strength","24.4","3.4","3","1","13.23","22","1363.09","283","28"
"149","23","83.1","1.8","185","162","56","0.7","624","Strength","29.3","3.1","3","1","25.65","1","1934.9","305","18"
"150","45","65.1","1.78","180","158","66","1.46","1038","Cardio","31.3","2.3","3","1","20.55","11","1406.17","699","38"
"151","45","46.6","1.79","176","168","55","1.46","1214","Yoga","22.9","2.4","3","2","14.54","26","1316.22","214","38"
"152","37","103.5","1.89","175","168","57","0.54","499","Cardio","26.4","3.1","2","1","28.97","8","2171.91","411","9"
"153","47","61.9","1.54","190","131","61","1.95","1150","Yoga","16.4","2.7","4","3","26.1","14","1293.56","380","67"
"154","28","52","1.61","168","164","70","1.32","1082","Yoga","27.9","2","3","2","20.06","4","1305.97","216","34"
"155","45","113.4","1.71","190","129","63","0.83","530","Strength","24","2.3","2","1","38.78","15","2172.75","494","14"
"156","42","62.9","1.98","173","126","61","1.42","886","Yoga","28.5","3.4","4","2","16.04","26","1642.8","281","49"
"157","56","40.4","1.8","196","165","72","1.23","913","Cardio","30","2.1","4","2","12.47","29","1136.33","365","42"
"158","50","67.1","1.75","161","120","59","0.67","362","Cardio","31.8","2.7","3","1","21.91","17","1393.72","330","17"
"159","18","70","1.61","173","168","71","1.3","1201","Strength","23.9","2.5","2","1","27.01","1","1696.6","478","22"
"160","44","69.5","1.75","192","155","69","1.02","711","HIIT","27.6","2.1","3","1","22.69","11","1441.89","595","26"
"161","30","107.9","1.66","194","140","64","1.08","832","Cardio","29.5","2.8","3","2","39.16","9","2160.22","857","28"
"162","58","109","1.91","198","156","56","1.49","1151","Yoga","26","2.2","3","2","29.88","28","2135.98","512","38"
"163","20","101","1.91","179","143","58","1.36","1070","Cardio","29.3","2.7","3","2","27.69","1","2244.53","1010","35"
"164","56","88.5","1.85","161","144","59","1.57","1119","Cardio","11","3.5","4","3","25.86","28","1843.9","1021","54"
"165","23","80.9","1.8","178","126","59","1.55","1074","Cardio","10.7","3.5","4","3","24.97","2","1905.43","922","53"
"166","25","43.1","1.62","196","161","65","1.04","837","HIIT","33.6","1.8","4","2","16.42","27","1239.76","377","36"
"167","44","59.1","1.52","177","136","56","1.58","967","Yoga","18.4","2.7","5","3","25.58","14","1274.47","294","68"
"168","26","54","1.53","175","148","54","1.14","844","Strength","26.9","1.7","3","1","23.07","4","1308.34","323","29"
"169","54","72.3","1.78","163","149","72","1.27","852","Cardio","27.7","1.8","2","1","22.82","17","1433.78","675","22"
"170","50","51.1","1.98","171","126","52","0.92","574","Yoga","28","2.4","2","1","13.03","22","1439.3","148","16"
"171","59","89.4","1.72","188","152","67","1.08","813","Yoga","24.5","3.2","3","1","30.22","18","1776.54","304","28"
"172","41","51.5","1.8","166","126","60","1.09","680","Strength","26.7","2.1","4","2","15.9","26","1409.37","295","37"
"173","32","87.9","1.88","173","143","64","1.52","1195","Cardio","11.6","3.5","5","3","24.87","5","1986.51","982","65"
"174","49","42","1.52","171","130","70","1.1","644","HIIT","28.8","2.2","3","1","18.18","25","1094.69","388","28"
"175","49","79.2","1.72","194","128","69","1.46","925","Yoga","29.9","3.3","3","1","26.77","13","1696.66","364","38"
"176","41","64.8","1.71","164","131","54","1.2","778","Strength","22.5","2.8","3","2","22.16","12","1544.36","408","31"
"177","58","63","1.78","176","154","73","1.58","1095","HIIT","17.5","2.7","4","3","19.88","17","1330.46","836","54"
"178","29","56.2","1.77","191","123","61","0.68","418","Yoga","33.4","2.6","3","1","17.94","27","1390.05","120","17"
"179","56","52.9","1.64","169","155","53","1.1","767","Cardio","27.4","2.3","3","2","19.67","17","1202.35","428","28"
"180","19","49","1.69","176","147","64","1.05","772","Yoga","29.2","2.4","3","1","17.16","27","1341.99","162","27"
"181","20","128.2","1.84","164","132","58","0.83","603","HIIT","26.2","2.3","3","1","37.87","3","2575.33","894","21"
"182","54","83.6","1.86","168","142","56","1.54","1082","HIIT","12.4","3.5","5","3","24.16","30","1794.41","1081","66"
"183","34","56.2","1.77","192","138","59","1.81","1249","Cardio","17.3","2.7","5","3","17.94","23","1368.4","748","78"
"184","19","87.8","1.78","195","161","72","1.28","1133","Cardio","23.6","3.3","2","1","27.71","1","2010.98","826","22"
"185","19","85.9","1.85","195","156","62","1.66","1424","Strength","12.9","3.5","4","3","25.1","1","2019.12","749","57"
"186","45","51.1","1.87","177","158","57","1.44","1126","Cardio","26.2","3.4","4","2","14.61","26","1414.9","541","49"
"187","40","57.4","1.71","168","143","61","1.87","1337","Strength","18.3","2.7","5","3","19.63","11","1334.93","564","80"
"188","54","114.9","1.92","188","135","71","1.2","802","HIIT","20.7","2.6","4","2","31.17","18","2242.53","1158","41"
"189","49","62.1","1.66","173","152","73","1.37","937","HIIT","31.3","1.8","3","2","22.54","11","1323.93","715","35"
"190","50","57.1","1.91","184","131","68","1.09","707","Yoga","29.5","2.7","4","2","15.65","22","1486.09","196","37"
"191","18","68.1","1.8","174","153","50","1.1","926","Yoga","25.4","3.3","4","2","21.02","2","1762.33","236","38"
"192","36","69.2","1.65","165","126","65","1.23","852","Strength","27.2","2.7","3","1","25.42","8","1602.9","447","32"
"193","19","65.2","1.52","188","130","71","1.23","800","Cardio","30.6","2.4","3","1","28.22","24","1439.12","589","32"
"194","43","108.6","1.73","174","150","66","1.33","988","Cardio","28.5","2.2","2","1","36.29","15","2129.39","1062","23"
"195","49","40","1.65","188","148","74","1.03","686","Yoga","34.3","2.5","3","2","14.69","25","1116.47","130","26"
"196","23","41.9","1.58","163","132","67","0.56","370","HIIT","26.8","1.8","3","1","16.78","27","1224.94","197","14"
"197","49","68.3","1.52","177","150","60","1.45","979","Strength","29.4","1.8","4","2","29.56","14","1337.89","520","50"
"198","21","88.4","1.6","198","121","67","1.71","1138","HIIT","12","3.5","4","3","34.53","3","1921.28","1270","59"
"199","28","66","1.9","175","158","56","1.18","1025","HIIT","24.1","3","3","1","18.28","20","1725.42","654","30"
"200","34","71.9","1.64","170","134","67","1.26","929","Cardio","21.3","2.1","4","2","26.73","8","1645.62","666","43"
"201","55","75.6","1.71","173","130","57","1.03","663","Strength","28.1","2","4","2","25.85","28","1609.57","409","35"
"202","41","63.4","1.59","162","153","55","1.84","1267","HIIT","15.2","2.7","5","3","25.08","14","1348.9","980","79"
"203","22","71.6","1.77","197","158","56","1.49","1177","Yoga","30.3","1.8","3","1","22.85","4","1562.76","336","38"
"204","51","57.4","1.77","177","123","72","1.08","598","Yoga","31.6","2.1","4","2","18.32","29","1305.89","195","37"
"205","23","83.8","1.99","179","130","71","1.79","1280","Cardio","11","3.5","4","3","21.16","2","2035.46","1103","61"
"206","39","55.9","1.71","184","148","59","1.95","1443","Yoga","19.5","2.7","5","3","19.12","6","1325.39","343","84"
"207","28","87","1.76","197","121","60","1.2","799","Yoga","28.4","3.5","3","2","28.09","1","1939.57","329","31"
"208","33","65.3","1.71","172","135","74","1.18","796","HIIT","29.7","2.5","4","2","22.33","6","1438.29","647","40"
"209","50","45.4","1.67","163","158","62","1.37","1071","Yoga","24.1","2.8","4","2","16.28","22","1214.17","196","47"
"210","26","87.1","1.87","173","132","58","1.71","1241","Yoga","11.2","3.5","4","3","24.91","2","2005.05","469","59"
"211","23","78.6","1.73","192","156","56","1.47","1147","HIIT","32.3","1.5","4","2","26.26","24","1610.77","971","50"
"212","33","78","1.71","187","136","58","1.08","734","Cardio","26.3","2.1","3","1","26.67","7","1555.73","619","28"
"213","46","58","1.53","196","140","62","1.83","1153","Cardio","18.4","2.7","4","3","24.78","11","1258.73","780","63"
"214","20","71.3","1.69","167","163","52","1.28","1043","Strength","33.4","2.3","3","2","24.96","4","1543.87","479","33"
"215","37","49.1","1.74","193","138","52","1.11","842","Yoga","22.3","2.6","3","2","16.22","21","1371.13","172","29"
"216","53","78.3","1.65","164","126","50","1.24","703","HIIT","33.7","1.6","3","1","28.76","16","1453.31","816","32"
"217","36","57.3","1.64","164","157","70","1.13","887","Strength","25.3","1.8","4","2","21.3","6","1329.64","340","39"
"218","43","48.4","1.61","190","127","69","1.28","732","Cardio","34.1","2.4","2","1","18.67","11","1207.74","455","22"
"219","20","76.4","1.62","168","132","51","1.35","980","Cardio","21.2","2.6","4","2","29.11","1","1775.79","758","46"
"220","36","110.2","1.77","191","156","74","1.19","1021","HIIT","26.5","3.4","2","1","35.18","9","2209.76","1102","20"
"221","37","72.9","1.76","192","121","52","1.21","732","Strength","27.5","1.9","3","2","23.53","6","1506.74","463","31"
"222","49","82.1","1.86","162","160","64","1.87","1481","Strength","14.2","3.5","4","3","23.73","12","1802.7","806","64"
"223","24","58.9","1.76","189","130","73","0.63","410","HIIT","30.1","1.7","3","1","19.01","4","1433.57","312","16"
"224","58","82.2","1.87","171","143","55","1.57","1111","HIIT","10.7","3.5","4","3","23.51","30","1757.74","1084","54"
"225","50","96.7","1.72","188","125","62","1.46","903","Strength","25.7","2.7","3","2","32.69","18","1925.43","741","38"
"226","57","81.4","1.86","162","145","70","1.8","1292","Cardio","12","3.5","5","3","23.53","30","1747.9","1077","77"
"227","56","107.8","1.73","185","126","50","1.09","680","Yoga","26.6","2.8","3","2","36.02","18","2044.87","370","28"
"228","35","65.8","1.62","189","158","69","1","790","Cardio","33.8","1.5","4","2","25.07","7","1406.37","484","34"
"229","57","68.5","1.56","168","138","68","1.45","900","HIIT","29.1","1.6","4","2","28.15","16","1317.49","834","50"
"230","18","63.9","1.59","185","125","50","1.87","1169","Strength","16.4","2.7","4","3","25.28","24","1453.12","627","64"
"231","28","76.3","1.62","161","162","70","1.16","1034","Strength","20.1","2.3","3","2","29.07","1","1729.04","465","30"
"232","45","44.5","1.65","162","148","71","1.44","959","Yoga","30.7","1.6","3","1","16.35","25","1175.4","202","37"
"233","42","50.7","1.75","163","162","51","1.29","940","Strength","29","1.9","3","2","16.56","25","1276.71","343","33"
"234","40","55.1","1.61","184","158","64","1.55","1224","Yoga","16.9","2.7","4","3","21.26","11","1282.68","269","53"
"235","48","73.7","1.61","172","121","63","1.36","815","Cardio","21.8","3.6","4","2","28.43","13","1575.86","737","47"
"236","47","55.6","1.77","198","138","68","1.2","820","Cardio","24.3","2.9","4","2","17.75","26","1415.84","490","41"
"237","59","86.9","1.76","194","123","60","1.13","688","Strength","29.8","3.1","3","2","28.05","28","1762.24","516","29"
"238","52","60.3","1.68","182","125","64","1.6","900","Strength","16.5","2.7","4","3","21.36","17","1300.49","507","55"
"239","24","40.4","1.64","168","168","55","0.99","832","HIIT","31","1.9","2","1","15.02","27","1225.32","336","17"
"240","33","78.5","1.66","161","156","69","1.29","1006","HIIT","32.8","1.9","4","2","28.49","7","1544.86","851","44"
"241","43","102.6","1.72","190","147","58","0.82","597","Strength","27.5","2","2","1","34.68","15","2044.21","442","14"
"242","19","110.8","1.91","161","149","54","1.31","1074","Strength","23.3","2.9","2","1","30.37","3","2381.5","762","22"
